Text version of loaded midi tracks
Midi events are: Cumulative-midi-time time status data1 data2 data2
Cumulative midi time starts with the first note-on event, if there is one.
The status byte is printed in hex.  All others are decimal integers.

Number of tracks: 1

Track 0: 2347 events (skipping sysex)
     64166      0 80  68  64   0
     64378    212 90  89  62   0
     64388     10 B0  64   0   0
     64436     48 90  51  50   0
     64628    192 B0  64 127   0
     64752    124 90  63  37   0
     64752      0 90  61  34   0
     64752      0 90  87  59   0
     64762     10 90  67  36   0
     64790     28 80  51  64   0
     64800     10 80  89  64   0
     64810     10 80  67  64   0
     64848     38 80  63  64   0
     64848      0 80  61  64   0
     64878     30 90  85  45   0
     64916     38 80  87  64   0
     65050    134 80  85  64   0
     65060     10 90  63  33   0
     65060      0 90  61  30   0
     65060      0 90  67  33   0
     65060      0 90  79  57   0
     65174    114 80  63  64   0
     65174      0 80  61  64   0
     65184     10 80  79  64   0
     65184      0 80  67  64   0
     65424    240 B0  64   0   0
     65454     30 90  80  48   0
     65472     18 90  44  36   0
     65646    174 B0  64 127   0
     65866    220 90  60  34   0
     65876     10 90  51  34   0
     65982    106 80  80  64   0
     66030     48 80  44  64   0
     66230    200 90  68  59   0
     66326     96 80  68  64   0
     66404     78 80  60  64   0
     66414     10 80  51  64   0
     66624    210 90  75  60   0
     66634     10 90  44  36   0
     66634      0 B0  64   0   0
     66644     10 90  78  46   0
     66854    210 B0  64 127   0
     66932     78 90  51  32   0
     66960     28 80  44  64   0
     66960      0 80  78  64   0
     66980     20 80  51  64   0
     66990     10 80  75  64   0
     67200    210 90  74  60   0
     67210     10 90  56  51   0
     67210      0 90  71  58   0
     67210      0 90  66  47   0
     67258     48 80  56  64   0
     67258      0 80  66  64   0
     67268     10 80  71  64   0
     67306     38 80  74  64   0
     67412    106 B0  64   0   0
     67488     76 90  44  42   0
     67498     10 90  72  62   0
     67498      0 90  75  61   0
     67594     96 80  72  64   0
     67614     20 B0  64 127   0
     67632     18 80  75  64   0
     67690     58 80  44  64   0
     67766     76 90  68  62   0
     67806     40 90  51  35   0
     67806      0 90  60  27   0
     67854     48 80  60  64   0
     67862      8 80  68  64   0
     67862      0 80  51  64   0
     67862      0 90  68  71   0
     67988    126 80  68  64   0
     68006     18 90  68  81   0
     68016     10 90  66  47   0
     68026     10 90  56  47   0
     68074     48 80  56  64   0
     68122     48 80  66  64   0
     68142     20 80  68  64   0
     68276    134 B0  64   0   0
     68276      0 90  82  68   0
     68286     10 90  78  69   0
     68286      0 90  49  54   0
     68478    192 B0  64 127   0
     68506     28 80  49  64   0
     68554     48 90  53  47   0
     68564     10 80  78  64   0
     68564      0 90  61  38   0
     68582     18 80  82  64   0
     68602     20 80  61  64   0
     68640     38 80  53  64   0
     68804    164 90  79  60   0
     68804      0 90  76  57   0
     68814     10 90  65  50   0
     68814      0 90  56  44   0
     68880     66 80  76  64   0
     68900     20 80  79  64   0
     68910     10 80  65  64   0
     68918      8 80  56  64   0
     69034    116 B0  64   0   0
     69062     28 90  80  62   0
     69072     10 90  49  49   0
     69072      0 90  77  58   0
     69158     86 80  77  64   0
     69198     40 80  80  64   0
     69206      8 B0  64 127   0
     69246     40 80  49  64   0
     69332     86 90  68  49   0
     69360     28 90  53  37   0
     69360      0 90  61  29   0
     69408     48 80  53  64   0
     69418     10 80  61  64   0
     69428     10 80  68  64   0
     69428      0 90  68  56   0
     69572    144 80  68  64   0
     69572      0 90  68  66   0
     69572      0 90  65  37   0
     69590     18 90  56  38   0
     69638     48 80  56  64   0
     69648     10 80  65  64   0
     69686     38 80  68  64   0
     69802    116 B0  64   0   0
     69822     20 90  78  58   0
     69830      8 90  44  47   0
     69840     10 90  75  51   0
     70004    164 B0  64 127   0
     70052     48 80  44  64   0
     70070     18 80  75  64   0
     70080     10 90  51  36   0
     70080      0 80  78  64   0
     70100     20 90  60  30   0
     70138     38 80  51  64   0
     70148     10 80  60  64   0
     70330    182 90  71  51   0
     70340     10 90  74  44   0
     70350     10 90  66  39   0
     70358      8 90  56  36   0
     70398     40 80  56  64   0
     70406      8 80  71  64   0
     70406      0 80  66  64   0
     70426     20 80  74  64   0
     70512     86 B0  64   0   0
     70580     68 90  72  59   0
     70590     10 90  44  47   0
     70598      8 90  75  52   0
     70676     78 B0  64 127   0
     70676      0 80  72  64   0
     70704     28 80  75  64   0
     70762     58 80  44  64   0
     70830     68 90  68  56   0
     70868     38 90  51  42   0
     70878     10 90  60  26   0
     70926     48 80  60  64   0
     70926      0 90  68  66   0
     70934      8 80  51  64   0
     71050    116 90  68  71   0
     71088     38 90  66  36   0
     71088      0 90  56  46   0
     71184     96 80  68  64   0
     71184      0 80  66  64   0
     71194     10 80  56  64   0
     71280     86 B0  64   0   0
     71318     38 90  61  53   0
     71318      0 90  49  47   0
     71328     10 90  78  69   0
     71338     10 90  70  55   0
     71454    116 80  70  64   0
     71472     18 80  78  64   0
     71472      0 80  61  64   0
     71472      0 80  49  64   0
     71482     10 B0  64 127   0
     71598    116 90  77  52   0
     71606      8 90  68  45   0
     71606      0 90  56  29   0
     71646     40 80  68  64   0
     71654      8 80  56  64   0
     71674     20 80  77  64   0
     71818    144 90  75  57   0
     71828     10 90  66  53   0
     71838     10 90  60  42   0
     71876     38 80  66  64   0
     71886     10 80  60  64   0
     71904     18 80  75  64   0
     71990     86 B0  64   0   0
     72078     88 90  73  62   0
     72078      0 90  65  63   0
     72078      0 90  61  54   0
     72078      0 90  73  48   0
     72174     96 B0  64 127   0
     72174      0 80  65  64   0
     72240     66 80  61  64   0
     72240      0 80  73  64   0
     72326     86 90  68  60   0
     72356     30 90  53  49   0
     72366     10 90  61  36   0
     72414     48 80  61  64   0
     72432     18 80  53  64   0
     72452     20 90  68  64   0
     72576    124 90  56  50   0
     72576      0 90  68  64   0
     72576      0 90  65  36   0
     72682    106 80  65  64   0
     72682      0 80  56  64   0
     72702     20 80  68  64   0
     72806    104 B0  64   0   0
     72836     30 90  44  57   0
     72846     10 90  78  66   0
     72854      8 90  75  57   0
     72998    144 B0  64 127   0
     73018     20 80  44  64   0
     73104     86 80  75  64   0
     73104      0 90  51  49   0
     73114     10 80  78  64   0
     73114      0 90  60  39   0
     73152     38 80  60  64   0
     73152      0 80  51  64   0
     73334    182 90  71  63   0
     73334      0 90  74  57   0
     73364     30 90  66  50   0
     73364      0 90  56  50   0
     73412     48 80  71  64   0
     73422     10 80  66  64   0
     73430      8 80  56  64   0
     73430      0 80  74  64   0
     73536    106 B0  64   0   0
     73604     68 90  75  67   0
     73604      0 90  72  67   0
     73604      0 90  44  59   0
     73710    106 80  72  64   0
     73728     18 B0  64 127   0
     73728      0 80  75  64   0
     73776     48 80  44  64   0
     73862     86 90  68  64   0
     73892     30 90  51  50   0
     73892      0 90  60  45   0
     73940     48 80  60  64   0
     73968     28 90  68  63   0
     73978     10 80  51  64   0
     74094    116 90  68  67   0
     74132     38 90  56  53   0
     74142     10 90  66  52   0
     74238     96 80  66  64   0
     74246      8 80  68  64   0
     74246      0 80  56  64   0
     74334     88 B0  64   0   0
     74382     48 90  37  55   0
     74390      8 90  78  64   0
     74400     10 90  82  68   0
     74526    126 B0  64 127   0
     74564     38 80  37  64   0
     74574     10 80  78  64   0
     74612     38 80  82  64   0
     74650     38 90  53  52   0
     74660     10 90  61  37   0
     74698     38 80  61  64   0
     74726     28 80  53  64   0
     74890    164 90  76  57   0
     74890      0 90  79  51   0
     74910     20 90  65  42   0
     74910      0 90  56  51   0
     74938     28 80  76  64   0
     74958     20 80  56  64   0
     74958      0 80  65  64   0
     74976     18 80  79  64   0
     75102    126 B0  64   0   0
     75158     56 90  77  59   0
     75168     10 90  49  47   0
     75168      0 90  80  55   0
     75246     78 80  77  64   0
     75264     18 80  80  64   0
     75294     30 B0  64 127   0
     75302      8 80  49  64   0
     75408    106 90  68  59   0
     75428     20 90  61  42   0
     75438     10 90  53  46   0
     75476     38 80  61  64   0
     75486     10 80  53  64   0
     75486      0 80  68  64   0
     75514     28 90  68  48   0
     75600     86 80  68  64   0
     75630     30 90  68  65   0
     75668     38 90  65  42   0
     75668      0 90  56  43   0
     75716     48 80  56  64   0
     75726     10 80  65  64   0
     75744     18 80  68  64   0
     75878    134 B0  64   0   0
     75888     10 90  80  62   0
     75908     20 90  42  44   0
     75974     66 80  80  64   0
     76014     40 80  42  64   0
     76158    144 90  70  55   0
     76166      8 90  54  38   0
     76176     10 90  62  31   0
     76186     10 B0  64 127   0
     76214     28 80  54  64   0
     76214      0 80  62  64   0
     76234     20 80  70  64   0
     76262     28 90  80  40   0
     76320     58 80  80  64   0
     76388     68 90  75  51   0
     76388      0 90  78  58   0
     76398     10 90  63  45   0
     76406      8 90  58  44   0
     76436     30 80  78  64   0
     76436      0 80  75  64   0
     76446     10 80  58  64   0
     76454      8 80  63  64   0
     76580    126 B0  64   0   0
     76638     58 90  44  64   0
     76724     86 80  44  64   0
     76886    162 90  68  60   0
     76916     30 90  53  55   0
     76916      0 90  60  36   0
     76954     38 80  53  64   0
     76964     10 80  60  64   0
     76974     10 80  68  64   0
     76982      8 90  78  61   0
     77078     96 80  78  64   0
     77126     48 90  77  78   0
     77126      0 90  73  64   0
     77156     30 90  61  59   0
     77156      0 90  56  61   0
     77174     18 B0  64 127   0
     77184     10 80  73  64   0
     77194     10 80  77  64   0
     77232     38 80  56  64   0
     77232      0 80  61  64   0
     77376    144 90  44  64   0
     77414     38 B0  64   0   0
     77472     58 80  44  64   0
     77616    144 90  66  58   0
     77636     20 90  60  53   0
     77646     10 90  56  57   0
     77646      0 90  51  52   0
     77694     48 90  77  72   0
     77702      8 80  60  64   0
     77702      0 80  56  64   0
     77702      0 80  51  64   0
     77712     10 80  66  64   0
     77760     48 B0  64 127   0
     77808     48 80  77  64   0
     77846     38 90  75  74   0
     77846      0 90  66  67   0
     77886     40 90  60  61   0
     77894      8 90  56  66   0
     77894      0 90  51  60   0
     77914     20 80  66  64   0
     77924     10 80  75  64   0
     77934     10 80  60  64   0
     77942      8 80  56  64   0
     77942      0 80  51  64   0
     78020     78 B0  64   0   0
     78126    106 90  73  81   0
     78134      8 90  65  77   0
     78144     10 90  61  64   0
     78144      0 90  56  69   0
     78144      0 90  49  63   0
     78192     48 B0  64 127   0
     78212     20 80  65  64   0
     78230     18 80  73  64   0
     78404    174 90  68  76   0
     78518    114 90  68  80   0
     78606     88 90  68  20   0
     78606      0 80  61  64   0
     78634     28 80  68  64   0
     78662     28 80  56  64   0
     78662      0 80  49  64   0
     78672     10 90  75  78   0
     78816    144 80  75  64   0
     78942    126 B0  64   0   0
     79038     96 90  71  33   0
     79046      8 90  56  28   0
     79076     30 90  74  18   0
     79142     66 80  74  64   0
     79142      0 80  71  64   0
     79172     30 80  56  64   0
     79248     76 B0  64 127   0
     79316     68 90  75  66   0
     79334     18 90  72  63   0
     79354     20 90  44  50   0
     79392     38 80  44  64   0
     79430     38 80  75  64   0
     79430      0 80  72  64   0
     79670    240 90  51  57   0
     79680     10 90  68  67   0
     79700     20 B0  64   0   0
     79796     96 80  68  64   0
     79806     10 90  68  62   0
     79806      0 80  51  64   0
     79920    114 80  68  64   0
     79930     10 B0  64 127   0
     79940     10 90  68  69   0
     79978     38 90  66  33   0
     79978      0 90  56  46   0
     80026     48 80  66  64   0
     80036     10 80  56  64   0
     80084     48 80  68  64   0
     80208    124 90  82  58   0
     80218     10 90  78  55   0
     80228     10 90  49  54   0
     80294     66 B0  64   0   0
     80400    106 80  49  64   0
     80478     78 B0  64 127   0
     80478      0 90  53  36   0
     80486      8 90  61  29   0
     80496     10 80  78  64   0
     80496      0 80  82  64   0
     80534     38 80  53  64   0
     80534      0 80  61  64   0
     80726    192 90  76  55   0
     80726      0 90  65  44   0
     80736     10 90  79  55   0
     80756     20 90  56  34   0
     80774     18 80  76  64   0
     80794     20 80  56  64   0
     80804     10 80  79  64   0
     80814     10 80  65  64   0
     80986    172 90  77  69   0
     80986      0 90  49  49   0
     80996     10 90  80  60   0
     81082     86 80  77  64   0
     81102     20 80  80  64   0
     81140     38 80  49  64   0
     81226     86 90  68  61   0
     81274     48 90  61  36   0
     81284     10 90  53  37   0
     81332     48 80  61  64   0
     81332      0 80  53  64   0
     81332      0 90  68  62   0
     81456    124 80  68  64   0
     81466     10 90  68  59   0
     81494     28 90  65  36   0
     81504     10 90  56  37   0
     81552     48 80  65  64   0
     81562     10 80  56  64   0
     81600     38 80  68  64   0
     81696     96 B0  64   0   0
     81734     38 90  78  60   0
     81744     10 90  44  51   0
     81754     10 90  75  55   0
     81898    144 B0  64 127   0
     81926     28 80  44  64   0
     81984     58 80  78  64   0
     81994     10 80  75  64   0
     82014     20 90  51  33   0
     82014      0 90  60  33   0
     82062     48 80  60  64   0
     82090     28 80  51  64   0
     82782    692 B0  64   0   0
